INPUT VALUES: 
m: 1, c: 0.045, k: 2.2
a_1: -1.95, a_2: -2, a_3: 1.75
w_1: 0.055, w_2: 1.05, w_3: 2.05
Time, Displacement, Velocity, Acceleration 
96.4, -0.8660322405, 0.1891297353, 2.763654937
96.5, -0.8342686674, 0.4362773119, 2.170739127
96.6, -0.7808280081, 0.6220688494, 1.541580891
96.7, -0.7119764008, 0.7443995585, 0.9065896289
96.8, -0.6340387594, 0.8041898422, 0.2956420884
96.9, -0.5531010754, 0.805267601, -0.2631960337
97, -0.4747307577, 0.7541266302, -0.7448612031
97.1, -0.4037268791, 0.6595723647, -1.128346075
97.2, -0.3439108338, 0.5322709346, -1.397572562
97.3, -0.2979661049, 0.3842215022, -1.542047818
97.4, -0.2673336814, 0.2281750186, -1.557276236
97.5, -0.2521672286, 0.07702471198, -1.444910942
97.6, -0.2513495237, -0.05680527005, -1.212639265
97.7, -0.2625690162, -0.1619466579, -0.873807933
97.8, -0.282452777, -0.2286240147, -0.4468047003
97.9, -0.3067496782, -0.2491187593, 0.04577660743
98, -0.3305554815, -0.2181403341, 0.5781515486
98.1, -0.3485697189, -0.1330885944, 1.122497358
98.2, -0.3553728823, 0.005803834567, 1.650192684
98.3, -0.345711572, 0.1954553463, 2.133091744
98.4, -0.3147789042, 0.4300460101, 2.544778462
98.5, -0.2584776846, 0.7012504013, 2.861747064
98.6, -0.1736545813, 0.998582696, 3.064458735
98.7, -0.05829477081, 1.309839328, 3.138229246
98.8, 0.08833179007, 1.621620342, 3.073909617
98.9, 0.265579246, 1.91990721, 2.868330641
99, 0.4713943099, 2.190672454, 2.524492132
99.1, 0.7023461989, 2.420495026, 2.051488515
99.2, 0.9537172984, 2.597155147, 1.464173571
99.3, 1.219651213, 2.710183095, 0.7825781462
99.4, 1.4933524, 2.751338399, 0.03110513061
99.5, 1.767329371, 2.714998744, -0.7624646087
99.6, 2.033671541, 2.598441744, -1.568113608
99.7, 2.284348365, 2.402007176, -2.354828542
99.8, 2.5115184, 2.129132343, -3.091888103
99.9, 2.707835438, 1.786258542, -3.750143807
100, 2.866738976, 1.382612069, -4.303239727
100.1, 2.982716847, 0.929868462, -4.728719699
100.2, 3.051528988, 0.4417136158, -5.008975242
100.3, 3.0703829, -0.06668021518, -5.131994061
100.4, 3.038053334, -0.5792419414, -5.091877408
100.5, 2.954941063, -1.079628374, -4.889104214
100.6, 2.823068089, -1.551864195, -4.530530577
100.7, 2.646009303, -1.980968577, -4.029124274
100.8, 2.428763247, -2.353542419, -3.40344512
100.9, 2.177567137, -2.658291752, -2.676892652
101, 1.899663676, -2.886465559, -1.876752453
101.1, 1.60302912, -3.032189774, -1.033080846
101.2, 1.296073752, -3.092683589, -0.1774745588
101.3, 0.9873269952, -3.068349105, 0.6582232199
101.4, 0.6851200692, -2.962730656, 1.443226256
101.5, 0.3972791837, -2.782345601, 2.149063586
101.6, 0.1308417982, -2.536393742, 2.750740045
101.7, -0.1081924804, -2.236357628, 3.227750373
101.8, -0.3150662604, -1.895510577, 3.564904402
101.9, -0.4864157627, -1.528353092, 3.752928751
102, -0.6203632597, -1.150001389, 3.788819779
102.1, -0.7165470364, -0.7755537118, 3.67593305
102.2, -0.7760879833, -0.4194610949, 3.42380555
102.3, -0.8014945925, -0.09492898465, 3.047718195
102.4, -0.7965107162, 0.1866251183, 2.568017018
102.5, -0.7659128523, 0.4160352247, 2.009221639
102.6, -0.7152658403, 0.586752162, 1.398958537
102.7, -0.6506475983, 0.6950952935, 0.7667640509
102.8, -0.5783548277, 0.7403801081, 0.142807562
102.9, -0.5046024091, 0.7249163702, -0.4434113282
103, -0.4352294729, 0.6538769812, -0.9643366308
103.1, -0.3754248351, 0.5350431581, -1.39554701
103.2, -0.3294836698, 0.3784367678, -1.716813647
103.3, -0.3006059572, 0.1958554302, -1.912980081
103.4, -0.2907454747, 0.0003301313122, -1.974626627
103.5, -0.3005159529, -0.1944716084, -1.898490962
103.6, -0.3291585844, -0.3748716308, -1.687626689
103.7, -0.374572468, -0.527809445, -1.351292675
103.8, -0.4334068833, -0.6414461281, -0.9045772613
103.9, -0.5012116503, -0.7057179798, -0.3677725711
104, -0.5726393401, -0.7128161447, 0.2344753195
104.1, -0.6416908668, -0.6575714758, 0.8742051478
104.2, -0.7019941091, -0.5377278446, 1.521324966
104.3, -0.7471037579, -0.3540917529, 2.14489299
104.4, -0.7708096273, -0.1105512592, 2.714441263
104.5, -0.7674402367, 0.1860372927, 3.201286708
104.6, -0.7321486013, 0.5260907224, 3.579774562
104.7, -0.6611678397, 0.8976592245, 3.828401863
104.8, -0.5520254035, 1.286890934, 3.930773609
104.9, -0.4037064007, 1.678582017, 3.876351057
105, -0.2167585576, 2.056789829, 3.660960225
105.1, 0.006666247782, 2.405483976, 3.287038596
105.2, 0.2628363393, 2.709208436, 2.763608859
105.3, 0.5465302191, 2.953727375, 2.105979886
105.4, 0.8511891882, 3.126627852, 1.335186438
105.5, 1.169127026, 3.217854319, 0.4771900208
105.6, 1.491788762, 3.22015258, -0.4381268088
105.7, 1.810048527, 3.129404517, -1.378131708
105.8, 2.11453479, 2.944839388, -2.308731538
105.9, 2.395970164, 2.669112526, -3.195726276
106, 2.645512262, 2.308247704, -4.006172315
106.1, 2.855082035, 1.871445038, -4.709699184
106.2, 3.017666453, 1.370761816, -5.279725589
106.3, 3.127583432, 0.8206788608, -5.694524847
106.4, 3.180698371, 0.23756973, -5.938095956
106.5, 3.174583624, -0.3609059431, -6.000804574
106.6, 3.10861452, -0.9564605693, -5.879767699
106.7, 2.983998104, -1.530861678, -5.578966407
106.8, 2.803733457, -2.066612437, -5.109082248
106.9, 2.572505246, -2.547602239, -4.4870643
107, 2.296514805, -2.959701239, -3.73544499
107.1, 1.983255568, -3.291275052, -2.881433146
107.2, 1.641241896, -3.533599155, -1.955821884
107.3, 1.279702174, -3.681156675, -0.9917565271
107.4, 0.9082484664, -3.731808069, -0.02341345407
107.5, 0.5365358855, -3.686826499, 0.9153556547
107.6, 0.1739251913, -3.550798227, 1.7923584
107.7, -0.1708380793, -3.331392894, 2.578320308
107.8, -0.4899154103, -3.039013907, 3.24801607
107.9, -0.7766267587, -2.686344013, 3.781227319
108, -1.025652114, -2.28780541, 4.163488246
108.1, -1.233175735, -1.858957199, 4.386589259
108.2, -1.396968044, -1.415855421, 4.448819073
108.3, -1.51640276, -0.9744023728, 4.354936554
108.4, -1.59240956, -0.5497121927, 4.115874941
108.5, -1.627365207, -0.1555188705, 3.748192239
108.6, -1.62492862, 0.1963490581, 3.273292107
108.7, -1.589827653, 0.4964058087, 2.716449138
108.8, -1.527607292, 0.7378401087, 2.105680434
108.9, -1.444350521, 0.9167284216, 1.470511776
109, -1.346384135, 1.032121692, 0.840690862
109.1, -1.239982341, 1.08600304, 0.2449022397
109.2, -1.131080942, 1.083119306, -0.2904617633
109.3, -1.025014349, 1.03069466, -0.742422268
109.4, -0.9262866032, 0.938039474, -1.092380118
109.5, -0.838386028, 0.8160720255, -1.326886749
109.6, -0.7636511997, 0.676774266, -1.43818756
109.7, -0.7031936457, 0.5326055996, -1.424515408
109.8, -0.6568802007, 0.3959003425, -1.290122473
109.9, -0.6233753357, 0.2782751514, -1.045049851
110, -0.6002411655, 0.1900722137, -0.7046453708
110.1, -0.584090331, 0.1398624058, -0.2888508015
110.2, -0.5707846533, 0.1340300108, 0.1787106268
110.3, -0.5556704686, 0.1764570576, 0.6718069851
110.4, -0.5338399545, 0.2683210497, 1.162784523
110.5, -0.5004066215, 0.4080149785, 1.623817653
110.6, -0.4507825152, 0.5911932572, 2.028168356
110.7, -0.3809445802, 0.8109418103, 2.351400932
110.8, -0.2876780812, 1.058065216, 2.572499887
110.9, -0.1687859443, 1.321478769, 2.674842847
111, -0.02325432258, 1.5886888, 2.646986508
111.1, 0.1486334437, 1.846340794, 2.483231541
111.2, 0.3452401009, 2.08081187, 2.183941706
111.3, 0.5635781691, 2.278822234, 1.755602821
111.4, 0.7993746299, 2.428039344, 1.210618268
111.5, 1.047194575, 2.51764873, 0.5668488448
111.6, 1.30061923, 2.53886675, -0.1530843678
111.7, 1.552471412, 2.485372939, -0.9227053972
111.8, 1.795079383, 2.35364294, -1.712759435
111.9, 2.020568399, 2.143167145, -2.49241468
112, 2.221167952, 1.856544937, -3.230539668
112.1, 2.389522005, 1.499449644, -3.897002524
112.2, 2.518989246, 1.08046476, -4.463937467
112.3, 2.603920762, 0.6107973787, -4.906925223
112.4, 2.639903354, 0.1038799965, -5.206037417
112.5, 2.623958098, -0.4251234537, -5.346700687
112.6, 2.55468554, -0.9598873941, -5.320343661
112.7, 2.432351072, -1.483547036, -5.124799018
112.8, 2.258906487, -1.979347995, -4.764443001
112.9, 2.037946324, -2.431296406, -4.250065746
113, 1.7746003, -2.824782757, -3.598477006
113.1, 1.475365746, -3.14715367, -2.831862933
113.2, 1.147886475, -3.388207967, -1.97692001
113.3, 0.8006866922, -3.540596414, -1.063801553
113.4, 0.4428704693, -3.600108531, -0.1249201026
113.5, 0.08379869701, -3.565834471, 0.8063449242
113.6, -0.2672435924, -3.440195133, 1.696980914
113.7, -0.6013762467, -3.22883915, 2.515661901
113.8, -0.9104362068, -2.94041086, 3.233999898
113.9, -1.18726044, -2.586198752, 3.827675873
114, -1.425928324, -2.179678812, 4.277403457
114.1, -1.621953879, -1.735971557, 4.569685453
114.2, -1.772420301, -1.271235129, 4.697331783
114.3, -1.876051654, -0.8020194522, 4.659717446
114.4, -1.933219125, -0.3446080882, 4.462769892
114.5, -1.945881988, 0.08562510038, 4.118686465
114.6, -1.91746608, 0.4748179835, 3.645393831
114.7, -1.852685189, 0.8111561409, 3.06577206
114.8, -1.757313065, 1.085320795, 2.406675823
114.9, -1.637915832, 1.290830395, 1.697793656
115, -1.501556152, 1.424261991, 0.9703929617
115.1, -1.355481653, 1.485343574, 0.2560031952
115.2, -1.206810739, 1.476913916, -0.4149077531
115.3, -1.062228983, 1.404752035, -1.01420869
115.4, -0.9277087908, 1.277283787, -1.517278519
115.5, -0.8082640518, 1.10517828, -1.904028926
115.6, -0.7077499456, 0.9008513606, -2.159733666
115.7, -0.6287161844, 0.6778973197, -2.275629887
115.8, -0.5723196764, 0.4504729507, -2.249266427
115.9, -0.5383000811, 0.2326600773, -2.084584668
116, -0.5250190653, 0.03783355245, -1.791728649
116.1, -0.5295613645, -0.1219385091, -1.386592559
116.2, -0.5478931427, -0.2364368645, -0.8901246405
116.3, -0.5750707136, -0.2977526693, -0.3274168055
116.4, -0.6054905502, -0.3006488097, 0.2733818051
116.5, -0.6331697588, -0.2428056636, 0.8822816821
116.6, -0.6520448894, -0.1249407663, 1.468749128
116.7, -0.6562761674, 0.04920284803, 2.003027318
116.8, -0.6405439819, 0.2729993406, 2.457426736
116.9, -0.6003247726, 0.5372080039, 2.807530746
117, -0.5321343005, 0.8303553775, 3.033265568
117.1, -0.4337276415, 1.139215675, 3.119789606
117.2, -0.3042470407, 1.449369514, 3.058164553
117.3, -0.1443109402, 1.74581761, 2.845779863
117.4, 0.04396004944, 2.013623802, 2.486512418
117.5, 0.2569818241, 2.238560441, 1.990614302
117.6, 0.4898089896, 2.407729104, 1.374332931
117.7, 0.736296807, 2.510130536, 0.6592789664
117.8, 0.9893165812, 2.537159808, -0.1284320186
117.9, 1.24101594, 2.483005767, -0.959228719
118, 1.483113543, 2.344937817, -1.801280724
118.1, 1.707216308, 2.123467691, -2.621793044
118.2, 1.905146236, 1.822379115, -3.388344876
118.3, 2.069263511, 1.448623688, -4.070217104
118.4, 2.192772635, 1.012086874, -4.639653469
118.5, 2.269999034, 0.5252333976, -5.073003099
118.6, 2.296624752, 0.002646311788, -5.351697009
118.7, 2.269873496, -0.5395215576, -5.46301811
118.8, 2.188637357, -1.084161479, -5.400632817
118.9, 2.053539927, -1.613862962, -5.164862287
119, 1.86693308, -2.111581499, -4.762682135
119.1, 1.632827448, -2.561292656, -4.207450751
119.2, 1.356759278, -2.948605864, -3.51837763
119.3, 1.045598985, -3.261312912, -2.719753883
119.4, 0.7073090511, -3.489848909, -1.839977002
119.5, 0.3506610106, -3.627647091, -0.910410409
119.6, -0.01507713625, -3.671373262, 0.03587484209
119.7, -0.3804705239, -3.621030689, 0.9654240025
119.8, -0.7362508527, -3.479931588, 1.845733381
119.9, -1.073640346, -3.254536906, 2.646540703
120, -1.384653377, -2.954171515, 3.341017836
120.1, -1.662363869, -2.590627083, 3.906816795
120.2, -1.901128067, -2.177669499, 4.326926176
120.3, -2.096754117, -1.730471626, 4.590303136
120.4, -2.246612175, -1.26499517, 4.692255507
120.5, -2.349681232, -0.7973475117, 4.634559108
120.6, -2.406531483, -0.343140244, 4.425306423
120.7, -2.419243745, 0.08312398348, 4.078494064
120.8, -2.39127004, 0.468611029, 3.613367357
120.9, -2.327241869, 0.8026382826, 3.05355051
121, -2.232734848, 1.077061511, 2.425999764
121.1, -2.114000128, 1.286550004, 1.759824249
121.2, -1.977674363, 1.428739268, 1.085024744
121.3, -1.830480779, 1.504255707, 0.4312038575
121.4, -1.678934205, 1.516613176, -0.173697769
121.5, -1.52906266, 1.471986686, -0.7045858361
121.6, -1.386157291, 1.378873744, -1.140267418
121.7, -1.25456118, 1.247658537, -1.464332279
121.8, -1.137505806, 1.090098239, -1.665823521
121.9, -1.037001838, 0.9187539989, -1.739669597
122, -0.95378856, 0.7463914435, -1.686859854
122.1, -0.8873437, 0.5853767842, -1.514356653
122.2, -0.8359527573, 0.4470947553, -1.234748321
122.3, -0.7968343937, 0.3414136252, -0.8656581272
122.4, -0.7663159888, 0.2762204839, -0.4289348748
122.5, -0.7400512971, 0.2570469752, 0.05034008203
122.6, -0.7132703132, 0.2868017576, 0.5449867739
122.7, -0.6810500449, 0.3656214023, 1.026952901
122.8, -0.6385939776, 0.4908463582, 1.468579927
122.9, -0.5815076118, 0.6571232569, 1.843854714
123, -0.5060576044, 0.8566294143, 2.129593027
123.1, -0.4094027201, 1.079410139, 2.306504038
123.2, -0.2897859869, 1.313814604, 2.360089989
123.3, -0.1466790913, 1.547011791, 2.281342071
123.4, 0.01912792046, 1.76556452, 2.067202184
123.5, 0.2054962347, 1.956037068, 1.720770074
123.6, 0.4089692203, 2.105610298, 1.251246125
123.7, 0.6248641647, 2.202677881, 0.6736112221
123.8, 0.847421606, 2.237397822, 0.008056237158
123.9, 1.070006574, 2.202175348, -0.7208157025
124, 1.285353792, 2.092055984, -1.484981366
124.1, 1.485846951, 1.905011379, -2.254142898
124.2, 1.663820639, 1.642104879, -2.996978963
124.3, 1.811872468, 1.307528867, -3.682449336
124.4, 1.923172382, 0.9085112411, -4.281098301
124.5, 1.991756168, 0.4550938976, -4.766302151
124.6, 2.012790748, -0.04020853474, -5.115408244
124.7, 1.982799874, -0.5628564178, -5.310717505
124.8, 1.899840469, -1.096821479, -5.340268666
124.9, 1.763621773, -1.625190264, -5.198390716
125, 1.57556181, -2.130810203, -4.885999649
125.1, 1.338778197, -2.596951966, -4.410626194
125.2, 1.058013046, -3.007961009, -3.7861724
125.3, 0.7394943644, -3.34987155, -3.032406242
125.4, 0.3907390006, -3.610957706, -2.174214332
125.5, 0.02030457849, -3.782199017, -1.240642927
125.6, -0.3625000167, -3.857641091, -0.2637662547
125.7, -0.7479343292, -3.834636334, 0.7225715534
125.8, -1.126163658, -3.713954702, 1.684089358
125.9, -1.487600739, -3.499759685, 2.587421977
126, -1.823238289, -3.199450314, 3.401437585
126.1, -2.124959303, -2.823375478, 4.09846533
126.2, -2.385812851, -2.384432098, 4.655382651
126.3, -2.600244544, -1.897563466, 5.054517546
126.4, -2.764272694, -1.379178206, 5.284328717
126.5, -2.875603358, -0.8465135168, 5.339835711
126.6, -2.93368001, -0.3169686849, 5.222781539
126.7, -2.939666205, 0.1925639784, 4.941521347
126.8, -2.896362345, 0.6663435252, 4.510642075
126.9, -2.808060336, 1.090373902, 3.950329203
127, -2.680342458, 1.452922573, 3.285507152
127.1, -2.519832994, 1.744943333, 2.54478929
127.2, -2.333913099, 1.960386392, 1.759281364
127.3, -2.130410826, 2.096383537, 0.9612882235
127.4, -1.917279194, 2.153301363, 0.1829776711
127.5, -1.702275617, 2.134661055, -0.5449430204
127.6, -1.492655882, 2.046928755, -1.194482968
127.7, -1.294895192, 1.89918591, -1.741503859
127.8, -1.114447594, 1.702693974, -2.166689447
127.9, -0.9555534536, 1.470372187, -2.456308393
128, -0.821102582, 1.216210756, -2.602739131
128.1, -0.712558242, 0.9546443707, -2.604735464
128.2, -0.6299446835, 0.6999126159, -2.467422422
128.3, -0.5718981649, 0.465434287, -2.202023223
128.4, -0.5357787424, 0.263222003, -1.825329451
128.5, -0.517837547, 0.1033617309, -1.358937249
128.6, -0.5134319383, -0.006420932426, -0.8282821662
128.7, -0.5172789187, -0.06108957194, -0.2615136382
128.8, -0.5237355913, -0.05850716058, 0.3117431892
128.9, -0.5270943258, 0.0004810174067, 0.8616859356
129, -0.5218796905, 0.1120950243, 1.359638899
129.1, -0.5031341604, 0.2697962919, 1.779307368
129.2, -0.4666801002, 0.4645843754, 2.09792941
129.3, -0.4093465464, 0.6854017135, 2.297276553
129.4, -0.3291508165, 0.9196291091, 2.364461142
129.5, -0.2254268998, 1.153650823, 2.292516292
129.6, -0.09889485188, 1.37346523, 2.080723922
129.7, 0.04833207708, 1.565315051, 1.734676942
129.8, 0.2128031986, 1.716310354, 1.266072817
129.9, 0.3898469705, 1.815017787, 0.6922470474
130, 0.5737437607, 1.851990921, 0.03546598431
130.1, 0.7579477421, 1.820219033, -0.6779914659
130.2, 0.9353487694, 1.715475068, -1.418924836
130.3, 1.098563364, 1.536547753, -2.156430132
130.4, 1.240242673, 1.28534765, -2.859193891
130.5, 1.353384501, 0.9668822678, -3.496809062
130.6, 1.431636307, 0.5891007813, -4.041057549
130.7, 1.469576389, 0.1626144249, -4.467105666
130.8, 1.46296133, -0.2996962, -4.754562334
130.9, 1.40892918, -0.7831708949, -4.888355633
131, 1.306149622, -1.271936634, -4.85939085
131.1, 1.154914573, -1.749528021, -4.664962342
131.2, 0.9571651197, -2.19953585, -4.308901767
131.3, 0.7164533019, -2.606256993, -3.8014563
131.4, 0.4378399633, -2.955318768, -3.15890168
131.5, 0.1277325276, -3.234251968, -2.402906049
131.6, -0.206330965, -3.432988876, -1.559670925
131.7, -0.5559429976, -3.544265675, -0.6588849412
131.8, -0.9121224674, -3.563912666, 0.2674661707
131.9, -1.265633469, -3.491020322, 1.186383942
132, -1.607314168, -3.327974411, 2.065182505
132.1, -1.928402568, -3.080358824, 2.872799877
132.2, -2.220846083, -2.756730253, 3.581040779
132.3, -2.477582557, -2.368274176, 4.165699462
132.4, -2.692781518, -1.928356522, 4.607516094
132.5, -2.86203615, -1.451989693, 4.892927202
132.6, -2.982498496, -0.9552351703, 5.014579368
132.7, -3.052952778, -0.454567496, 4.971585245
132.8, -3.073824284, 0.03377398739, 4.769511783
132.9, -3.047123925, 0.4944188356, 4.420101774
133, -2.976331258, 0.9134584825, 3.940740943
133.1, -2.866221265, 1.27897412, 3.35369349
133.2, -2.722642519, 1.58147787, 2.685138623
133.3, -2.552256329, 1.81424934, 1.964048935
133.4, -2.362248046, 1.973554048, 1.220958049
133.5, -2.160022806, 2.058735241, 0.486669528
133.6, -1.952898579, 2.072175924, -0.2090385496
133.7, -1.747809431, 2.019133404, -0.8386588395
133.8, -1.551031403, 1.907454021, -1.378097488
133.9, -1.367942409, 1.747180741, -1.807666448
134, -1.202826019, 1.550070806, -2.112883795
134.1, -1.058727124, 1.32904438, -2.285048636
134.2, -0.9373652006, 1.09758802, -2.321566721
134.3, -0.839108419, 0.8691386367, -2.226013425
134.4, -0.7630092295, 0.6564744474, -2.00793185
134.5, -0.7068994103, 0.471139022, -1.682374991
134.6, -0.6675400167, 0.3229231354, -1.269211743
134.7, -0.640819317, 0.2194266266, -0.7922264459
134.8, -0.621989742, 0.1657190552, -0.2780504688
134.9, -0.6059332023, 0.1641137245, 0.2450286266
135, -0.5874429079, 0.2140648108, 0.7483295732
135.1, -0.5615091093, 0.3121920893, 1.204057732
135.2, -0.5235960033, 0.4524323074, 1.586548674
135.3, -0.4698974124, 0.6263108557, 1.873421926
135.4, -0.3975597397, 0.8233222449, 2.046595557
135.5, -0.3048620926, 1.031403242, 2.093118084
135.6, -0.191345284, 1.237478531, 2.005781884
135.7, -0.05788360002, 1.428055645, 1.783491439
135.8, 0.09330433404, 1.589843729, 1.431370089
135.9, 0.2587066537, 1.710369644, 0.9605999575
136, 0.4336297244, 1.778564915, 0.3880009716
136.1, 0.6123657847, 1.785298198, -0.2646340893
136.2, 0.7884101364, 1.723830156, -0.9714212647
136.3, 0.9547190961, 1.590170802, -1.703447373
136.4, 1.103998124, 1.383323452, -2.429968158
136.5, 1.229008194, 1.105404112, -3.119692695
136.6, 1.322877597, 0.7616303373, -3.742100383
136.7, 1.379406068, 0.3601790581, -4.268735361
136.8, 1.393348325, -0.08808162656, -4.674423994
136.9, 1.36066489, -0.5699764081, -4.938364162
137, 1.278729351, -1.070507301, -5.045040328
137.1, 1.146482925, -1.573419315, -4.984925535
137.2, 0.9645293448, -2.061824388, -4.754940281
137.3, 0.7351654903, -2.518858166, -4.358648304
137.4, 0.4623458142, -2.928342786, -3.806180218
137.5, 0.1515813257, -3.275428467, -3.113887271
137.6, -0.190223418, -3.547187487, -2.303738692
137.7, -0.5549893061, -3.733136052, -1.40248682
137.8, -0.9337293329, -3.825662433, -0.4406338496
137.9, -1.316852625, -3.820343583, 0.54875766
138, -1.694493981, -3.716137004, 1.531361859
138.1, -2.056856001, -3.515439723, 2.472941074
138.2, -2.394550332, -3.224011716, 3.340696187
138.3, -2.698924577, -2.850766659, 4.104560461
138.4, -2.962361972, -2.407438363, 4.738383642
138.5, -3.178542031, -1.908136329, 5.220957711
138.6, -3.342651932, -1.368808429, 5.536842186
138.7, -3.451540431, -0.8066325359, 5.676955212
138.8, -3.503808403, -0.2393617893, 5.638906338
138.9, -3.499832689, 0.3153498882, 5.427057608
139, -3.441722659, 0.8406146686, 5.052310862
139.1, -3.333211592, 1.320943072, 4.531630453
139.2, -3.179487634, 1.742816059, 3.88732156
139.3, -2.986971529, 2.095173959, 3.146094385
139.4, -2.763050448, 2.369802708, 2.337953348
139.5, -2.515778983, 2.56160216, 1.494957605
139.6, -2.253559652, 2.668726148, 0.6499044821
139.7, -1.98481605, 2.692589312, -0.165009469
139.8, -1.717671976, 2.637741223, -0.9194942528
139.9, -1.459649549, 2.511613859, -1.586385005
140, -1.217398469, 2.324153688, -2.142723043
140.1, -0.9964671785, 2.087354425, -2.570654911
140.2, -0.8011248984, 1.81471053, -2.858112631
140.3, -0.634241312, 1.520614833, -2.999247573
140.4, -0.4972282208, 1.219725841, -2.994600713
140.5, -0.3900448709, 0.9263315101, -2.851003115
140.6, -0.3112659597, 0.6537362851, -2.581211773
140.7, -0.2582086929, 0.4136971638, -2.203297031
140.8, -0.2271127902, 0.2159323672, -1.73980818
140.9, -0.2133651246, 0.06772308395, -1.216753092
141, -0.2117588281, -0.02637523987, -0.6624355028
141.1, -0.216775279, -0.0647002652, -0.1061994585
141.2, -0.2228764586, -0.04852213949, 0.4228657331
141.3, -0.2247947735, 0.01804631544, 0.8972051141
141.4, -0.2178075929, 0.1282643375, 1.292008047
141.5, -0.1979844437, 0.2730933219, 1.586297338
141.6, -0.1623960105, 0.4416278421, 1.763851441
141.7, -0.1092757516, 0.6216088884, 1.813920776
141.8, -0.03812699325, 0.7999971419, 1.731707876
141.9, 0.0502292837, 0.9635815648, 1.518591072
142, 0.1536681914, 1.099597096, 1.182082257
142.1, 0.2688357979, 1.196324852, 0.735520487
142.2, 0.3912820514, 1.243648977, 0.1975143206
142.3, 0.515646209, 1.233546089, -0.4088436028
142.4, 0.6358869428, 1.160486156, -1.056956621
142.5, 0.7455473587, 1.02172731, -1.71785742
142.6, 0.8380436328, 0.8174916417, -2.361446896
142.7, 0.9069649219, 0.5510139875, -2.957786227
142.8, 0.946371671, 0.2284611297, -3.478387593
142.9, 0.9510794591, -0.1412757355, -3.897448992
143, 0.9169160759, -0.5469070244, -4.192980936
143.1, 0.8409406044, -0.9751760397, -4.34777726
143.2, 0.721614835, -1.411377785, -4.350188861
143.3, 0.5589193018, -1.839943887, -4.194667352
143.4, 0.3544085226, -2.245069357, -3.882055291
143.5, 0.111202554, -2.611355138, -3.419610244
143.6, -0.1660853814, -2.924439625, -2.820761093
143.7, -0.4714827639, -3.171592792, -2.104606223
143.8, -0.797848142, -3.342248039, -1.29517404
143.9, -1.137110625, -3.42844943, -0.420476257
144, -1.480549066, -3.425195507, 0.4886069262
144.1, -1.819099831, -3.330665107, 1.399563568
144.2, -2.143680825, -3.146315535, 2.279557316
144.3, -2.445518746, -2.876848729, 3.096751036
144.4, -2.716466382, -2.530046547, 3.821591701
144.5, -2.949297145, -2.116481731, 4.428003138
144.6, -3.137964951, -1.649116301, 4.894437013
144.7, -3.277818979, -1.142803784, 5.204738377
144.8, -3.365764686, -0.613715693, 5.348789806
144.9, -3.400364641, -0.07871582441, 5.322907416
145, -3.381875263, 0.4452919204, 5.129972385
145.1, -3.312218118, 0.9420153686, 4.779292676
145.2, -3.19488718, 1.396398792, 4.286200873
145.3, -3.034796045, 1.795194876, 3.671405123
145.4, -2.838071576, 2.127460535, 2.960120414
145.5, -2.611802637, 2.38495635, 2.181016619
145.6, -2.363754388, 2.562433462, 1.365027369
145.7, -2.102060017, 2.657796451, 0.544069588
145.8, -1.83490268, 2.672135919, -0.2502727689
145.9, -1.570200737, 2.609629956, -0.9880457631
146, -1.315309246, 2.477319118, -1.642149164
146.1, -1.076749872, 2.284764858, -2.189435742
146.2, -0.8599801973, 2.043606173, -2.61164039
146.3, -0.6692116735, 1.7670335, -2.896100445
146.4, -0.5072833949, 1.469202293, -3.036237413
146.5, -0.3755965026, 1.164611236, -3.031780287
146.6, -0.2741114377, 0.8674714524, -2.888721551
146.7, -0.2014076074, 0.5910934378, -2.619008186
146.8, -0.1548023859, 0.3473176254, -2.239981119
146.9, -0.1305238649, 0.146012623, -1.77358715
147, -0.1239294998, -0.005337727244, -1.245396933
147.1, -0.1297608671, -0.1019410993, -0.6834707443
147.2, -0.1424232317, -0.1418843848, -0.1171201859
147.3, -0.1562775831, -0.1261945351, 0.4243816934
147.4, -0.1659322899, -0.05877011238, 0.9130871544
147.5, -0.1665215482, 0.05381339947, 1.323602862
147.6, -0.1539583786, 0.2026161224, 1.634209174
147.7, -0.1251510177, 0.3767507453, 1.827822099
147.8, -0.0781731187, 0.5638860778, 1.892757001
147.9, -0.01238015172, 0.7508156646, 1.82326146
148, 0.07153330561, 0.9240671471, 1.6197944
148.1, 0.1715381687, 1.070526296, 1.289039263
148.2, 0.2843374684, 1.178048973, 0.8436502017
148.3, 0.4054924653, 1.236034743, 0.3017415071
148.4, 0.5296031686, 1.235937423, -0.3138587098
148.5, 0.6505358217, 1.171690465, -0.9765595895
148.6, 0.7616878768, 1.040028611, -1.657123722
148.7, 0.8562793362, 0.8406915943, -2.324901834
148.8, 0.9276581561, 0.5765005822, -2.949134279
148.9, 0.9696067439, 0.2533033989, -3.500264748
149, 0.9766364582, -0.1202099313, -3.951211023
149.1, 0.9442574481, -0.5328143274, -4.278539287
149.2, 0.8692121309, -0.9711673177, -4.463492449
149.3, 0.7496620614, -1.420320396, -4.49282898
149.4, 0.585319833, -1.864303264, -4.359436581
149.5, 0.3775198977, -2.286757043, -4.062694357
149.6, 0.1292246955, -2.671590422, -3.608567638
149.7, -0.1550348509, -3.003631675, -3.009430696
149.8, -0.4692827085, -3.26924957, -2.28362395
149.9, -0.8062805607, -3.456917421, -1.454763322
150, -1.157763205, -3.557696801, -0.5508297425
