INPUT VALUES: 
m: 1, c: 0.045, k: 2.2
a_1: -1.95, a_2: -2, a_3: 1.75
w_1: 0.055, w_2: 1.05, w_3: 2.05
Time, Displacement, Velocity, Acceleration 
285.6, 0.9803845649, -0.2699214733, 1.42806385
285.7, 0.9608851749, -0.117077834, 1.607783353
285.8, 0.9573555267, 0.04732463876, 1.658346811
285.9, 0.9702993488, 0.2102051095, 1.577481562
286, 0.9989112599, 0.3585651399, 1.369102029
286.1, 1.04111577, 0.4801011058, 1.043139677
286.2, 1.093666238, 0.5637865312, 0.6151135396
286.3, 1.152299499, 0.6003992157, 0.1054594363
286.4, 1.211939482, 0.5829703577, -0.4613537718
286.5, 1.266941016, 0.5071361775, -1.057883582
286.6, 1.311363257, 0.3713766547, -1.654904144
286.7, 1.339260884, 0.1771307707, -2.222677142
286.8, 1.344980394, -0.07121713718, -2.732249529
286.9, 1.323448574, -0.3664798467, -3.15672318
287, 1.270440484, -0.6989330316, -3.47244266
287.1, 1.182815133, -1.056693604, -3.660050693
287.2, 1.058708313, -1.426195093, -3.705366418
287.3, 0.8976738533, -1.792740378, -3.600048891
287.4, 0.7007666784, -2.141108825, -3.342017307
287.5, 0.4705634833, -2.456192446, -2.935609538
287.6, 0.211119447, -2.723634492, -2.391471584
287.7, -0.0721379139, -2.930443639, -1.726181771
287.8, -0.3725740041, -3.065557911, -0.9616246812
287.9, -0.6825652843, -3.120334509, -0.1241402743
288, -0.9937617998, -3.088944722, 0.7565168777
288.1, -1.297383733, -2.968657032, 1.648365337
288.2, -1.584540142, -2.759996115, 2.518482429
288.3, -1.846557073, -2.466770598, 3.334334489
288.4, -2.075301797, -2.095967854, 4.065096567
288.5, -2.263490005, -1.657519644, 4.682906759
288.6, -2.404963478, -1.163947784, 5.164003062
288.7, -2.494926893, -0.629903998, 5.489695454
288.8, -2.530134084, -0.07162251687, 5.647132729
288.9, -2.509016106, 0.4936923708, 5.629832173
289, -2.43174584, 1.048518914, 5.437949955
289.1, -2.300236428, 1.575684055, 5.078280947
289.2, -2.118073553, 2.059015979, 4.563987891
289.3, -1.890384256, 2.483956483, 3.914071106
289.4, -1.623647571, 2.838108199, 3.152600724
289.5, -1.32545464, 3.111694467, 2.307743277
289.6, -1.004228003, 3.297913231, 1.410623041
289.7, -0.6689114005, 3.393170753, 0.4940653689
289.8, -0.3286426328, 3.397185915, -0.408725889
289.9, 0.007577366935, 3.312961247, -1.265502034
290, 0.3312059391, 3.14662234, -2.046259029
290.1, 0.634457741, 2.907132754, -2.72442953
290.2, 0.9105695455, 2.605896667, -3.277928211
290.3, 1.154020378, 2.256266155, -3.690007367
290.4, 1.360698468, 1.872973887, -3.949887697
290.5, 1.528008718, 1.471515106, -4.053138632
290.6, 1.654916921, 1.067504768, -4.001793067
290.7, 1.741929553, 0.6760367058, -3.804192449
290.8, 1.791010714, 0.3110715098, -3.474569486
290.9, 1.80544035, -0.01512145647, -3.032386691
291, 1.789620364, -0.2924448332, -2.501459177
291.1, 1.748837347, -0.5133570571, -1.908899122
291.2, 1.688992451, -0.6731435267, -1.283926744
291.3, 1.616310249, -0.7700642716, -0.6565981693
291.4, 1.53703927, -0.805372487, -0.05650400118
291.5, 1.457157149, -0.7832037515, 0.4885064397
291.6, 1.382093147, -0.7103412052, 0.9535213739
291.7, 1.316479914, -0.5958671987, 1.317632892
291.8, 1.263945166, -0.4507167048, 1.564828444
291.9, 1.226952119, -0.2871519208, 1.684669971
292, 1.206695484, -0.1181808062, 1.672732152
292.1, 1.203057356, 0.04305535058, 1.530781383
292.2, 1.214624808, 0.1838989438, 1.266688071
292.3, 1.238768305, 0.2927710686, 0.8940760554
292.4, 1.271777435, 0.3597189144, 0.4317240618
292.5, 1.309048016, 0.376891921, -0.09725543458
292.6, 1.345312373, 0.3389261044, -0.6664251784
292.7, 1.374902744, 0.2432198438, -1.247177233
292.8, 1.392036317, 0.09008901755, -1.809983365
292.9, 1.391109427, -0.1172055205, -2.325688783
293, 1.366988034, -0.3725597235, -2.766794419
293.1, 1.315281691, -0.6672535178, -3.108673391
293.2, 1.232588897, -0.990294154, -3.330669986
293.3, 1.116702871, -1.328861609, -3.417034396
293.4, 0.9667684395, -1.668837553, -3.357653309
293.5, 0.7833827519, -1.995395821, -3.14854496
293.6, 0.5686349027, -2.293629676, -2.792097137
293.7, 0.3260820764, -2.549189517, -2.297037388
293.8, 0.06066252048, -2.748904203, -1.678135896
293.9, -0.221451694, -2.881359728, -0.9556527094
294, -0.5130566155, -2.937410733, -0.1545517672
294.1, -0.8061652256, -2.910603066, 0.6964860835
294.2, -1.092293288, -2.797489255, 1.566210372
294.3, -1.362770799, -2.597823192, 2.42206115
294.4, -1.609066482, -2.314625323, 3.231489766
294.5, -1.823112163, -1.954115003, 3.963285432
294.6, -1.997613813, -1.525512216, 4.588852429
294.7, -2.126336517, -1.040716262, 5.083384817
294.8, -2.204351684, -0.5138741662, 5.426889687
294.9, -2.228236275, 0.03914385861, 5.6050163
295, -2.196215813, 0.6013406747, 5.609656474
295.1, -2.108245175, 1.155235996, 5.439291087
295.2, -1.966023712, 1.683531467, 5.099068123
295.3, -1.772943938, 2.16976993, 4.600608819
295.4, -1.533975696, 2.598962001, 3.961549817
295.5, -1.255490382, 2.958154393, 3.204840155
295.6, -0.9450322205, 3.236916861, 2.357822172
295.7, -0.6110457635, 3.427727975, 1.45113433
295.8, -0.2625705305, 3.526244145, 0.5174814023
295.9, 0.09108494028, 3.53144113, -0.4096770897
296, 0.4406765666, 3.445622565, -1.297465878
296.1, 0.7773523787, 3.274295513, -2.114905016
296.2, 1.09296129, 3.025918588, -2.834138834
296.3, 1.380330736, 2.711533412, -3.431532066
296.4, 1.633502261, 2.344295011, -3.888588028
296.5, 1.847915895, 1.938920899, -4.192651193
296.6, 2.020536324, 1.511081916, -4.337365528
296.7, 2.149916291, 1.076760249, -4.322870207
296.8, 2.23619526, 0.6516013824, -4.155725272
296.9, 2.281034108, 0.2502868597, -3.848571123
297, 2.287489207, -0.1140461711, -3.419536822
297.1, 2.259831827, -0.4303147033, -2.891422683
297.2, 2.203320966, -0.6899080072, -2.290692031
297.3, 2.123939693, -0.8869971565, -1.646314927
297.4, 2.028106493, -1.018723544, -0.9885128402
297.5, 1.922374141, -1.085259112, -0.3474572809
297.6, 1.81312907, -1.089736424, 0.2480226947
297.7, 1.706304109, -1.038052215, 0.7716696699
297.8, 1.607116838, -0.9385533547, 1.20091202
297.9, 1.519844675, -0.8016191235, 1.517816216
298, 1.44764616, -0.639158052, 1.709837318
298.1, 1.392435948, -0.4640411471, 1.770336246
298.2, 1.354818631, -0.2894959965, 1.69884224
298.3, 1.334084029, -0.1284878633, 1.501049708
298.4, 1.328263913, 0.0068855913, 1.188549847
298.5, 1.334247479, 0.1059599235, 0.778308594
298.6, 1.347950374, 0.1600055188, 0.2919132006
298.7, 1.364529775, 0.1626435894, -0.2453805603
298.8, 1.378636018, 0.1101585784, -0.8057601
298.9, 1.384689693, 0.001693389002, -1.360079482
299, 1.377172039, -0.1606811733, -1.879142761
299.1, 1.350915819, -0.3720260227, -2.334992755
299.2, 1.301383855, -0.62472028, -2.702150549
299.3, 1.224922869, -0.9087670372, -2.95875305
299.4, 1.118981284, -1.212205741, -3.087540196
299.5, 0.9822811611, -1.521613991, -3.076649657
299.6, 0.8149363476, -1.822677727, -2.920184974
299.7, 0.6185111749, -2.100805839, -2.618532547
299.8, 0.3960165523, -2.341763276, -2.178413425
299.9, 0.151842936, -2.532295918, -1.612666974
300, -0.1083676652, -2.660720705, -0.9397747779
300.1, -0.3779059074, -2.717455922, -0.1831440194
300.2, -0.6492284068, -2.695468987, 0.6298202724
300.3, -0.9142308696, -2.590622466, 1.468815833
300.4, -1.164550087, -2.401903255, 2.301871057
300.5, -1.391882561, -2.131524723, 3.096649203
300.6, -1.588306761, -1.784896857, 3.821774673
300.7, -1.746595798, -1.370464994, 4.448126123
300.8, -1.860507631, -0.8994231476, 4.950042483
300.9, -1.925040781, -0.3853132089, 5.306391521
301, -1.936644911, 0.1564739427, 5.501456267
301.1, -1.893377441, 0.7092752842, 5.525602152
301.2, -1.794999539, 1.255787033, 5.375696821
301.3, -1.643007316, 1.778724859, 5.055264858
301.4, -1.440596679, 2.261485991, 4.574370677
301.5, -1.192563005, 2.688786156, 3.949234142
301.6, -0.9051394769, 3.047245335, 3.201594609
301.7, -0.5857804116, 3.325898385, 2.35784953
301.8, -0.2428981614, 3.516609698, 1.448003165
301.9, 0.1144359243, 3.614375013, 0.5044688201
302, 0.4768145495, 3.617498182, -0.4392258781
302.1, 0.8348286283, 3.527635817, -1.349777131
302.2, 1.179399213, 3.349708272, -2.195431238
302.3, 1.502093978, 3.09168087, -2.947244194
302.4, 1.795415704, 2.764224691, -3.580222634
302.5, 2.053051396, 2.380271187, -4.074299133
302.6, 2.270072315, 1.954479243, -4.415101793
302.7, 2.44307725, 1.502636922, -4.594486673
302.8, 2.570273726, 1.041022763, -4.610811516
302.9, 2.651494428, 0.5857531376, -4.468940058
303, 2.688148781, 0.1521426657, -4.179977443
303.1, 2.683112336, -0.2458959008, -3.760748475
303.2, 2.640559154, -0.5963876614, -3.233041209
303.3, 2.56574473, -0.8897454787, -2.622648083
303.4, 2.464749001, -1.119115546, -1.958245297
303.5, 2.344190623, -1.280604752, -1.270157772
303.6, 2.210924806, -1.373380983, -0.589061811
303.7, 2.07173764, -1.399642841, 0.05531992852
303.8, 1.933049921, -1.364460771, 0.6354762623
303.9, 1.800643012, -1.275496973, 1.127265302
304, 1.679418265, -1.142616591, 1.510923719
304.1, 1.573200076, -0.9774071813, 1.771885197
304.2, 1.484590711, -0.7926273435, 1.90137392
304.3, 1.414882847, -0.6016083236, 1.896748395
304.4, 1.364033215, -0.4176343488, 1.761581497
304.5, 1.330698176, -0.2533283214, 1.505473702
304.6, 1.312329354, -0.1200692334, 1.14360775
304.7, 1.305324889, -0.0274662905, 0.6960638464
304.8, 1.305229492, 0.01708769013, 0.1869246328
304.9, 1.306974377, 0.008764419355, -0.3567920096
305, 1.305146442, -0.05446518813, -0.9063269847
305.1, 1.294274798, -0.1717199874, -1.432450146
305.2, 1.269121984, -0.3392261617, -1.906752689
305.3, 1.224967011, -0.5504628434, -2.302906902
305.4, 1.157867645, -0.7964298363, -2.597839746
305.5, 1.064890279, -1.066026287, -2.772770348
305.6, 0.9442970193, -1.34652443, -2.81406717
305.7, 0.7956814675, -1.624118468, -2.713888184
305.8, 0.6200468071, -1.884525432, -2.470576486
305.9, 0.4198222625, -2.11361261, -2.088794047
306, 0.1988165906, -2.298024944, -1.579387281
306.1, -0.03789005064, -2.425785736, -0.9589894017
306.2, -0.2841118951, -2.486845054, -0.2493756025
306.3, -0.5327745965, -2.473552358, 0.5234025225
306.4, -0.7761748651, -2.381032979, 1.330067562
306.5, -1.006272245, -2.207452081, 2.13930833
306.6, -1.215001152, -1.954154387, 2.919063831
306.7, -1.394590377, -1.625673134, 3.637845663
306.8, -1.537876877, -1.229607154, 4.266043724
306.9, -1.638600842, -0.7763705102, 4.777160671
307, -1.691669744, -0.2788244106, 5.14892351
307.1, -1.693380271, 0.248193923, 5.364225738
307.2, -1.641588784, 0.7884264479, 5.411860494
307.3, -1.535822968, 1.324811032, 5.287013826
307.4, -1.377329783, 1.8401346, 4.991497159
307.5, -1.169057375, 2.317696025, 4.533708895
307.6, -0.9155713545, 2.741951635, 3.928326344
307.7, -0.6229084936, 3.099116901, 3.195740407
307.8, -0.2983734864, 3.377699657, 2.361256152
307.9, 0.04971326486, 3.568942997, 1.454092154
308, 0.4123068642, 3.667159743, 0.5062198636
308.1, 0.7799565722, 3.669944811, -0.4489090773
308.2, 1.143139208, 3.578256896, -1.377695019
308.3, 1.492594026, 3.396366246, -2.247726936
308.4, 1.819645753, 3.13167085, -3.02906832
308.5, 2.116502962, 2.794388811, -3.695439259
308.6, 2.376520009, 2.397139746, -4.225246
308.7, 2.594412278, 1.954432657, -4.602415652
308.8, 2.766416393, 1.482081526, -4.817001852
308.9, 2.890389396, 0.9965728808, -4.865536761
309, 2.96584335, 0.5144114595, -4.751115378
309.1, 2.993914547, 0.05147100256, -4.483209303
309.2, 2.977269166, -0.3776231107, -4.077218386
309.3, 2.919949849, -0.7600540473, -3.553779594
309.4, 2.827170097, -1.085293641, -2.937862576
309.5, 2.705065466, -1.34548297, -2.257690226
309.6, 2.560412356, -1.535698108, -1.543529837
309.7, 2.400326415, -1.654090632, -0.826405767
309.8, 2.231953389, -1.701897719, -0.1367877492
309.9, 2.062165501, -1.683322148, 0.4966900807
310, 1.897276105, -1.605287992, 1.04842574
310.1, 1.742784561, -1.477082988, 1.496911453
310.2, 1.603161895, -1.309903291, 1.825616833
310.3, 1.481686049, -1.11632044, 2.023656407
310.4, 1.380333388, -0.9096935304, 2.08621378
310.5, 1.299730668, -0.7035519252, 2.014705054
310.6, 1.239169112, -0.5109749636, 1.81667505
310.7, 1.196679552, -0.3439952601, 1.505431187
310.8, 1.169164994, -0.2130511117, 1.099430898
310.9, 1.152584489, -0.1265114354, 0.62144885
311, 1.142180033, -0.0902935465, 0.09755950113
311.1, 1.132736343, -0.107590139, -0.444021693
311.2, 1.118861962, -0.1787171785, -0.9741891523
311.3, 1.095279236, -0.3010892839, -1.464236979
311.4, 1.05711031, -0.4693237531, -1.887132899
311.5, 1.000146441, -0.6754689252, -2.218722187
311.6, 0.921088637, -0.909347284, -2.438810372
311.7, 0.8177488417, -1.158998821, -2.53207859
311.8, 0.6892025246, -1.411205904, -2.488792473
311.9, 0.5358856317, -1.652077402, -2.305274155
312, 0.3596311838, -1.867667276, -1.984116907
312.1, 0.1636433879, -2.044601301, -1.534132746
312.2, -0.04759021778, -2.170685236, -0.9700345863
312.3, -0.2684454154, -2.235468403, -0.3118656839
312.4, -0.4923610712, -2.23073852, 0.4158002396
312.5, -0.7120840396, -2.150926416, 1.184855133
312.6, -0.9199492805, -1.99340301, 1.96480766
312.7, -1.10818372, -1.758655418, 2.724041229
312.8, -1.269221319, -1.450334079, 3.431126544
312.9, -1.396016267, -1.075168179, 4.056133823
313, -1.48234123, -0.6427521701, 4.571889783
313.1, -1.52305812, -0.1652115503, 4.955126703
313.2, -1.514349941, 0.3432388196, 5.187475328
313.3, -1.453903819, 0.8668261168, 5.256259815
313.4, -1.341037288, 1.388819115, 5.15506116
313.5, -1.176762218, 1.892171468, 4.884025133
313.6, -0.9637833308, 2.360182412, 4.449901406
313.7, -0.7064308927, 2.777147798, 3.865811719
313.8, -0.4105299112, 3.128974741, 3.150756239
313.9, -0.0832107484, 3.403734589, 2.328878171
314, 0.2673315191, 3.592131494, 1.42851673
314.1, 0.6321195556, 3.687867288, 0.4810874474
314.2, 1.001706879, 3.687887645, -0.4801640488
314.3, 1.366509211, 3.592499429, -1.421483364
314.4, 1.717140901, 3.405354418, -2.309949214
314.5, 2.044743042, 3.133300119, -3.114780454
314.6, 2.341290264, 2.786103887, -3.808554307
314.7, 2.599864059, 2.376061772, -4.368285566
314.8, 2.814881885, 1.917508279, -4.776322326
314.9, 2.982273118, 1.426247301, -5.021021477
315, 3.099595123, 0.9189276919, -5.097176371
315.1, 3.166085189, 0.4123892471, -5.006179412
315.2, 3.182646694, -0.07699403135, -4.755913364
315.3, 3.151770588, -0.5339463941, -4.360376489
315.4, 3.077395936, -0.9448726409, -3.8390577
315.5, 2.96471574, -1.2983665, -3.21608832
315.6, 2.819936486, -1.585624474, -2.519206321
315.7, 2.650001758, -1.800748521, -1.778576688
315.8, 2.46229165, -1.940925633, -1.025517517
315.9, 2.264310686, -2.006477515, -0.2911852923
316, 2.063377344, -2.00077906, 0.3947255575
316.1, 1.86632814, -1.930049756, 1.005214411
316.2, 1.679248554, -1.803027527, 1.517086071
316.3, 1.50724187, -1.630539361, 1.911895911
316.4, 1.354245345, -1.424987433, 2.176689245
316.5, 1.222901086, -1.199772883, 2.30450434
316.6, 1.114486637, -0.9686820231, 2.294618441
316.7, 1.028907736, -0.7452612372, 2.152526994
316.8, 0.9647530276, -0.5422072944, 1.889657519
316.9, 0.9194078906, -0.3707990578, 1.52283072
317, 0.8892220001, -0.240394797, 1.073492069
317.1, 0.8697229753, -0.1580164845, 0.5667467446
317.2, 0.8558664944, -0.1280387463, 0.03023908275
317.3, 0.8423117095, -0.1519956777, -0.5070757793
317.4, 0.8237097243, -0.2285137225, -1.016215845
317.5, 0.7949923388, -0.3533734565, -1.469457237
317.6, 0.7516482575, -0.5196976405, -1.841565609
317.7, 0.6899744911, -0.7182575405, -2.110921661
317.8, 0.6072917365, -0.9378844846, -2.260492863
317.9, 0.5021140521, -1.165969145, -2.278609958
318, 0.3742650917, -1.389027291, -2.159515053
318.1, 0.2249354353, -1.593307896, -1.903657668
318.2, 0.05667806792, -1.76541767, -1.517725768
318.3, -0.126658303, -1.892935312, -1.014409912
318.4, -0.3200557406, -1.964989182, -0.4119099269
318.5, -0.517508466, -1.972773566, 0.2667956682
318.6, -0.7122518591, -1.909981246, 0.9948872179
318.7, -0.89702973, -1.773133546, 1.742809492
318.8, -1.064388845, -1.561793333, 2.47949914
318.9, -1.206988474, -1.27865129, 3.173682739
319, -1.317912024, -0.9294811093, 3.795191128
319.1, -1.390967664, -0.5229647409, 4.316234908
319.2, -1.420965233, -0.07039427618, 4.712587578
319.3, -1.403957624, 0.414737773, 4.964626548
319.4, -1.337436306, 0.9172433293, 5.058188128
319.5, -1.220472424, 1.420818261, 4.985200341
319.6, -1.053797199, 1.9086729, 4.744066612
319.7, -0.8398177955, 2.36418774, 4.33978377
319.8, -0.5825674807, 2.771567367, 3.78378886
319.9, -0.2875916046, 3.116465719, 3.093540563
320, 0.0382264295, 3.386556859, 2.291852093
320.1, 0.386892554, 3.572027723, 1.406002808
320.2, 0.7495739324, 3.665972437, 0.4666649978
320.3, 1.116904667, 3.66467189, -0.4933099624
320.4, 1.479313222, 3.567746955, -1.440196032
320.5, 1.827358561, 3.378178977, -2.340733663
320.6, 2.152061636, 3.102196609, -3.163452303
320.7, 2.445219048, 2.749033619, -3.879919645
320.8, 2.699686429, 2.330567601, -4.465866044
320.9, 2.909620342, 1.860854443, -4.902137769
321, 3.070669194, 1.355577696, -5.175439827
321.1, 3.180105769, 0.8314354964, -5.27883794
321.2, 3.236896367, 0.3054902186, -5.211999235
321.3, 3.241704159, -0.2054924228, -4.981162118
321.4, 3.196827051, -0.6856877503, -4.598837086
321.5, 3.106073048, -1.12081362, -4.083251426
321.6, 2.974578633, -1.498664522, -3.457561385
321.7, 2.808578039, -1.809556626, -2.748865111
321.8, 2.615133216, -2.046665851, -1.987057853
321.9, 2.401835936, -2.206245554, -1.203577507
322, 2.176494507, -2.28771547, -0.4300930521
322.1, 1.946818182, -2.293618912, 0.302809235
322.2, 1.720112355, -2.229450784, 0.9668869184
322.3, 1.5029971, -2.103364317, 1.537397281
322.4, 1.301160585, -1.925769505, 1.994099839
322.5, 1.119157342, -1.708840728, 2.322063867
322.6, 0.9602594448, -1.465954797, 2.512247574
322.7, 0.8263663642, -1.211083538, 2.561825157
322.8, 0.7179767632, -0.9581668582, 2.474248621
322.9, 0.6342228443, -0.7204930358, 2.25904239
323, 0.5729652063, -0.5101125554, 1.931339981
323.1, 0.5309435936, -0.3373103873, 1.511182847
323.2, 0.5039765496, -0.2101590547, 1.022611505
323.3, 0.487200921, -0.1341713892, 0.492587767
323.4, 0.4753404707, -0.11206762, -0.05020600337
323.5, 0.462991637, -0.1436665741, -0.5766395348
323.6, 0.4449137564, -0.2259054895, -1.058425111
323.7, 0.4163108922, -0.352987478, -1.469371031
323.8, 0.3730927779, -0.5166502537, -1.786544808
323.9, 0.3121032859, -0.7065445867, -1.991296677
324, 0.2313062215, -0.9107062775, -2.070099831
324.1, 0.1299200716, -1.116101463, -2.015171559
324.2, 0.008495517174, -1.309221932, -1.824848669
324.3, -0.1310680298, -1.476704969, -1.503700908
324.4, -0.2855679954, -1.60595118, -1.062377169
324.5, -0.4506047856, -1.685713782, -0.5171904938
324.6, -0.6207443656, -1.706633996, 0.110541093
324.7, -0.7897307072, -1.661699412, 0.7953705694
324.8, -0.950739375, -1.546605409, 1.508778237
324.9, -1.096661726, -1.360003722, 2.220364239
325, -1.22040784, -1.103627029, 2.899127352
325.1, -1.31521543, -0.7822835479, 3.514776449
325.2, -1.37495168, -0.403721165, 4.039019558
325.3, -1.394395147, 0.0216339653, 4.446776308
325.4, -1.369485659, 0.4810540826, 4.717262692
325.5, -1.297531391, 0.95998664, 4.834902324
325.6, -1.177364045, 1.442611932, 4.790025599
325.7, -1.009435161, 1.912458751, 4.579326935
325.8, -0.7958490108, 2.353052803, 4.206060392
325.9, -0.5403301208, 2.748571198, 3.679964838
326, -0.2481261675, 3.084475977, 3.016921104
326.1, 0.07415033039, 3.34810049, 2.238354795
326.2, 0.4187355757, 3.529164294, 1.370408984
326.3, 0.7769750678, 3.620195201, 0.4429206929
326.4, 1.139620987, 3.616840876, -0.5117567913
326.5, 1.497154656, 3.518056964, -1.46003722
326.6, 1.84012128, 3.326163801, -2.368437365
326.7, 2.159463668, 3.046769181, -3.204910512
326.8, 2.446841632, 2.688560206, -3.940122368
326.9, 2.694924351, 2.262972633, -4.548616701
327, 2.897644095, 1.783751199, -5.009822567
327.1, 3.050401254, 1.266418911, -5.308861618
327.2, 3.150212645, 0.727677015, -5.437122261
327.3, 3.195797363, 0.1847602402, -5.392577172
327.4, 3.187597007, -0.3452263055, -5.179831347
327.5, 3.127729826, -0.845961451, -4.809899068
327.6, 3.019880972, -1.302526781, -4.299719485
327.7, 2.869133722, -1.701964752, -3.671431319
327.8, 2.681748871, -2.033753473, -2.95143727
327.9, 2.46490163, -2.290179015, -2.169297373
328, 2.226387057, -2.466590404, -1.35649768
328.1, 1.974306286, -2.561527391, -0.5451457385
328.2, 1.716746562, -2.576716358, 0.2333526492
328.3, 1.461468256, -2.516935276, 0.9495802054
328.4, 1.215611696, -2.389754046, 1.577304934
328.5, 0.9854357312, -2.205161769, 2.094537115
328.6, 0.7760985637, -1.975097143, 2.484402746
328.7, 0.591489558, -1.712902251, 2.735797359
328.8, 0.4341185361, -1.432723089, 2.843793434
328.9, 0.3050666242, -1.14888242, 2.809784976
329, 0.2040000884, -0.8752515653, 2.641363884
329.1, 0.1292459321, -0.624647784, 2.351934006
329.2, 0.07792540551, -0.408282696, 1.96007981
329.3, 0.04613914022, -0.2352850152, 1.488716856
329.4, 0.02919544171, -0.1123176647, 0.9640604563
329.5, 0.0218714644, -0.04330531167, 0.414456487
329.6, 0.01869561849, -0.02928365889, -0.1308758873
329.7, 0.01423868067, -0.06837665285, -0.6431361598
329.8, 0.003400735062, -0.1559023337, -1.095214236
329.9, -0.01831872792, -0.2846025929, -1.462888021
330, -0.05457948812, -0.4449868439, -1.725895993
330.1, -0.1079987353, -0.625774775, -1.868839219
330.2, -0.1799976599, -0.8144191427, -1.881874443
330.3, -0.2707034009, -0.9976861548, -1.761168684
330.4, -0.3789108809, -1.162268535, -1.509095864
330.5, -0.5021064871, -1.29540494, -1.134166809
330.6, -0.6365528998, -1.385479115, -0.6506952571
330.7, -0.7774317417, -1.422572971, -0.07821359528
330.8, -0.9190382239, -1.398949693, 0.5593373546
330.9, -1.055019715, -1.309445909, 1.234610667
331, -1.178648249, -1.151755735, 1.918005779
331.1, -1.283115475, -0.9265940571, 2.578922747
331.2, -1.361837575, -0.6377314857, 3.187065611
331.3, -1.408757131, -0.2918987979, 3.713740034
331.4, -1.418629036, 0.1014358155, 4.133090557
331.5, -1.387278107, 0.5304080163, 4.423225265
331.6, -1.311817196, 0.9812034173, 4.567180299
331.7, -1.190816192, 1.438590386, 4.553683305
331.8, -1.024414299, 1.886517745, 4.377683242
331.9, -0.8143703186, 2.308752779, 4.040623763
332, -0.5640482075, 2.689533201, 3.550447996
332.1, -0.2783378697, 3.014206092, 2.92133385
332.2, 0.0364861858, 3.269827266, 2.173170141
332.3, 0.3729630958, 3.445696148, 1.330794752
332.4, 0.7226932112, 3.533803804, 0.4230259127
332.5, 1.076625329, 3.529175405, -0.5184735917
332.6, 1.425372271, 3.430092662, -1.460452516
332.7, 1.759542285, 3.238186794, -2.369395707
332.8, 2.070073079, 2.958397887, -3.212862396
332.9, 2.348555145, 2.598802043, -3.9607829
333, 2.587531445, 2.170313191, -4.58666011
333.1, 2.780761506, 1.686271599, -5.068626082
333.2, 2.923439367, 1.161935819, -5.390310068
333.3, 3.012356751, 0.6138987874, -5.541482155
333.4, 3.046005031, 0.05945193347, -5.518446024
333.5, 3.024612096, -0.4840767408, -5.324164771
333.6, 2.950112832, -0.9999835534, -4.968114833
333.7, 2.82605471, -1.472822055, -4.465874387
333.8, 2.65744255, -1.888982186, -3.838463616
333.9, 2.450529062, -2.237192162, -3.111464546
334, 2.212559908, -2.508922835, -2.313957327
334.1, 1.951483913, -2.698678315, -1.477317407
334.2, 1.675640388, -2.804161438, -0.6339238127
334.3, 1.393436449, -2.826307847, 0.1841676121
334.4, 1.113027556, -2.769187948, 0.9465307693
334.5, 0.842014278, -2.639781491, 1.625601347
334.6, 0.5871675788, -2.447634826, 2.197783207
334.7, 0.3541936362, -2.204415732, 2.644383308
334.8, 0.1475475193, -1.923384976, 2.952336599
334.9, -0.02969705655, -1.618807161, 3.114691165
335, -0.1759170597, -1.305325902, 3.130833981
335.1, -0.2909463077, -0.9973298188, 3.006448543
335.2, -0.3760188899, -0.7083361061, 2.7532069
335.3, -0.4336529152, -0.4504176571, 2.388209744
335.4, -0.4674801641, -0.2336978094, 1.933198805
335.5, -0.4820294925, -0.06593386487, 1.41357529
335.6, -0.4824737679, 0.04779325308, 0.857266293
335.7, -0.474351634, 0.1052703688, 0.293487377
335.8, -0.4632764327, 0.1072166694, -0.2485460738
335.9, -0.4546451265, 0.05721916848, -0.7409040666
336, -0.4533600246, -0.03845790235, -1.158169267
336.1, -0.463575545, -0.1711813473, -1.478554293
336.2, -0.4884811436, -0.3303614924, -1.684861661
336.3, -0.5301299774, -0.5039510699, -1.765245664
336.4, -0.5893208921, -0.6790089996, -1.713743808
336.5, -0.6655390302, -0.8423048048, -1.530555167
336.6, -0.7569578328, -0.9809376649, -1.222053677
336.7, -0.8605025687, -1.082943464, -0.8005355805
336.8, -0.9719728709, -1.13786368, -0.2837114291
336.9, -1.086219222, -1.137251539, 0.3060361582
337, -1.19736599, -1.075093496, 0.9425978884
337.1, -1.299071591, -0.9481276351, 1.597246666
337.2, -1.384814739, -0.756044927, 2.239863339
337.3, -1.448194554, -0.501564205, 2.84022773
337.4, -1.483231675, -0.1903770302, 3.369320574
337.5, -1.4846574, 0.1690358881, 3.800581431
337.6, -1.44817832, 0.5657096351, 4.111069432
337.7, -1.37070488, 0.9866091801, 4.282477714
337.8, -1.250533752, 1.417135769, 4.301958467
337.9, -1.087475818, 1.841704847, 4.162723412
338, -0.8829237535, 2.244371689, 3.86439386
338.1, -0.6398557455, 2.609478817, 3.413084979
338.2, -0.3627744975, 2.922298337, 2.821219977
338.3, -0.05758337124, 3.169642439, 2.107081222
338.4, 0.2685958563, 3.340416548, 1.294116297
338.5, 0.6076567066, 3.426091979, 0.4100272656
338.6, 0.9507841088, 3.421078194, -0.5143194965
338.7, 1.288762038, 3.322978916, -1.446118023
338.8, 1.612300482, 3.132721131, -2.351931493
338.9, 1.912368687, 2.854551256, -3.199030889
339, 2.18052135, 2.495898258, -3.956708204
339.1, 2.409204669, 2.067109, -4.59750983
339.2, 2.592029952, 1.58106638, -5.098339066
339.3, 2.724003814, 1.052705702, -5.441382084
339.4, 2.801705717, 0.4984488986, -5.614819047
339.5, 2.823405779, -0.06442033797, -5.613290971
339.6, 2.789118194, -0.6184150646, -5.438103102
